claim_id,entity_id,claim_type,claim_value,confidence,source_id,review_status
CLM_00282,ENT_NIKE,tag,personification,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00283,ENT_TYCHE,domain,fortune,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00284,ENT_TYCHE,domain,city luck,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00285,ENT_TYCHE,tag,personification,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00286,ENT_TYCHE,tag,city goddess,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00287,ENT_NEMESIS,domain,retribution,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00288,ENT_NEMESIS,domain,balance,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00289,ENT_NEMESIS,tag,personification,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00290,ENT_NEMESIS,tag,cult,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00291,ENT_DIKE,domain,justice,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00292,ENT_DIKE,tag,personification,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00293,ENT_EIRENE,domain,peace,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00294,ENT_EIRENE,tag,personification,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00295,ENT_EIRENE,tag,Horae,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00296,ENT_EUNOMIA,domain,good order,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00297,ENT_EUNOMIA,tag,personification,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00298,ENT_EUNOMIA,tag,Horae,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00299,ENT_HORAE,domain,seasons,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00300,ENT_HORAE,domain,order,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00301,ENT_HORAE,tag,collective,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00302,ENT_CHARITES,domain,grace,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00303,ENT_CHARITES,domain,beauty,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00304,ENT_CHARITES,domain,festivity,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00305,ENT_CHARITES,tag,collective,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00306,ENT_MUSES,domain,poetry,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00307,ENT_MUSES,domain,music,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00308,ENT_MUSES,domain,memory,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00309,ENT_MUSES,tag,collective,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00310,ENT_ERINYES,domain,vengeance,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00311,ENT_ERINYES,domain,oath punishment,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00312,ENT_ERINYES,tag,chthonic,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00313,ENT_ERINYES,tag,collective,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00314,ENT_MOIRAI_85,domain,fate,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00315,ENT_MOIRAI_85,domain,life span,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00316,ENT_MOIRAI_85,tag,collective,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00317,ENT_MOIRAI_85,tag,fate,A,SRC_THEOI_GODS,candidate_verified_name
CLM_00318,ENT_KOURETES,domain,armed dance,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00319,ENT_KOURETES,domain,guardianship,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00320,ENT_KOURETES,tag,collective,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00321,ENT_KOURETES,tag,rustic,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00322,ENT_KORYBANTES,domain,ecstatic dance,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00323,ENT_KORYBANTES,domain,mother goddess cult,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00324,ENT_KORYBANTES,tag,collective,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00325,ENT_KORYBANTES,tag,rustic,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00326,ENT_CABEIRI,domain,initiation,A,SRC_THEOI_AGRICULTURE,candidate_verified_name
CLM_00327,ENT_CABEIRI,domain,protection,A,SRC_THEOI_AGRICULTURE,candidate_verified_name
CLM_00328,ENT_CABEIRI,domain,craft mystery,A,SRC_THEOI_AGRICULTURE,candidate_verified_name
CLM_00329,ENT_CABEIRI,tag,mystery,A,SRC_THEOI_AGRICULTURE,candidate_verified_name
CLM_00330,ENT_CABEIRI,tag,local cult,A,SRC_THEOI_AGRICULTURE,candidate_verified_name
CLM_00331,ENT_DIOSCURI,domain,sailors,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00332,ENT_DIOSCURI,domain,horsemen,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00333,ENT_DIOSCURI,domain,protection,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00334,ENT_DIOSCURI,tag,hero cult,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00335,ENT_DIOSCURI,tag,apotheosis,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00336,ENT_ACHERON,domain,underworld river,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00337,ENT_ACHERON,domain,pain,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00338,ENT_ACHERON,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00339,ENT_ACHERON,tag,river,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00340,ENT_COCYTUS,domain,underworld river,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00341,ENT_COCYTUS,domain,lamentation,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00342,ENT_COCYTUS,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00343,ENT_COCYTUS,tag,river,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00344,ENT_LETHE,domain,oblivion,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00345,ENT_LETHE,domain,underworld river,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00346,ENT_LETHE,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00347,ENT_LETHE,tag,river,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00348,ENT_PHLEGETHON,domain,fire river,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00349,ENT_PHLEGETHON,domain,underworld,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00350,ENT_PHLEGETHON,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00351,ENT_PHLEGETHON,tag,river,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00352,ENT_STYX,domain,oaths,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00353,ENT_STYX,domain,underworld river,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00354,ENT_STYX,tag,chthonic,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00355,ENT_STYX,tag,river,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00356,ENT_STYX,tag,oath,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00357,ENT_CHARON,domain,ferryman of dead,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00358,ENT_CHARON,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00359,ENT_CHARON,tag,psychopomp,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00360,ENT_THANATOS,domain,death,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00361,ENT_THANATOS,tag,death,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00362,ENT_THANATOS,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00363,ENT_HYPNOS,domain,sleep,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00364,ENT_HYPNOS,tag,sleep,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00365,ENT_HYPNOS,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00366,ENT_ONEIROI,domain,dreams,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00367,ENT_ONEIROI,tag,dream,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00368,ENT_ONEIROI,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00369,ENT_MORPHEUS,domain,dream forms,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00370,ENT_MORPHEUS,tag,dream,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00371,ENT_PHOBETOR,domain,frightening dreams,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00372,ENT_PHOBETOR,tag,dream,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00373,ENT_PHANTASOS,domain,fantastic dreams,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00374,ENT_PHANTASOS,tag,dream,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00375,ENT_EMPUSA,domain,apparition,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00376,ENT_EMPUSA,domain,bogey spirit,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00377,ENT_EMPUSA,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00378,ENT_EMPUSA,tag,monstrous,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00379,ENT_EURYNOMOS,domain,corpse decay,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00380,ENT_EURYNOMOS,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00381,ENT_MORMOLYKEIA,domain,frightening spirits,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00382,ENT_MORMOLYKEIA,domain,retinue of Hecate,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00383,ENT_MORMOLYKEIA,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00384,ENT_MORMOLYKEIA,tag,collective,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00385,ENT_KERES,domain,violent death,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00386,ENT_KERES,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00387,ENT_KERES,tag,death,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00388,ENT_ACHLYS,domain,death mist,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00389,ENT_ACHLYS,domain,misery,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00390,ENT_ACHLYS,tag,death,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00391,ENT_MACARIA,domain,blessed death,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00392,ENT_MACARIA,tag,death,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00393,ENT_MACARIA,tag,underworld,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00394,ENT_MELINOE,domain,ghosts,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00395,ENT_MELINOE,domain,night apparitions,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00396,ENT_MELINOE,tag,orphic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00397,ENT_MELINOE,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00398,ENT_ZAGREUS,domain,rebirth,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00399,ENT_ZAGREUS,domain,underworld initiation,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00400,ENT_ZAGREUS,tag,orphic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00401,ENT_ZAGREUS,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00402,ENT_BRIMO,domain,underworld power,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00403,ENT_BRIMO,domain,terrifying goddess,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00404,ENT_BRIMO,tag,epithet,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00405,ENT_BRIMO,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00406,ENT_DESPOINA,domain,mystery cult,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00407,ENT_DESPOINA,domain,underworld/earth,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00408,ENT_DESPOINA,tag,local cult,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00409,ENT_DESPOINA,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00410,ENT_AEACUS,domain,judge of dead,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00411,ENT_AEACUS,tag,hero,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00412,ENT_AEACUS,tag,underworld,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00413,ENT_MINOS,domain,judge of dead,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00414,ENT_MINOS,tag,hero,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00415,ENT_MINOS,tag,underworld,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00416,ENT_RHADAMANTHYS,domain,judge of dead,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00417,ENT_RHADAMANTHYS,tag,hero,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00418,ENT_RHADAMANTHYS,tag,underworld,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00419,ENT_ASCALAPHUS,domain,orchard of Hades,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00420,ENT_ASCALAPHUS,domain,underworld witness,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00421,ENT_ASCALAPHUS,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00422,ENT_LEUCE,domain,underworld nymph,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00423,ENT_LEUCE,domain,white poplar,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00424,ENT_LEUCE,tag,nymph,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00425,ENT_LEUCE,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00426,ENT_MINTHE,domain,underworld nymph,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00427,ENT_MINTHE,domain,mint plant,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00428,ENT_MINTHE,tag,nymph,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00429,ENT_MINTHE,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00430,ENT_HADES_KLYMENOS,domain,underworld,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00431,ENT_HADES_KLYMENOS,domain,renowned one,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00432,ENT_HADES_KLYMENOS,tag,cult title,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00433,ENT_HADES_KLYMENOS,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00434,ENT_TROPHONIUS,domain,cave oracle,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00435,ENT_TROPHONIUS,domain,underworld wisdom,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00436,ENT_TROPHONIUS,tag,hero cult,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00437,ENT_TROPHONIUS,tag,oracle,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00438,ENT_TROPHONIUS,tag,cave,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00439,ENT_AMPHIARAUS,domain,dream healing,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00440,ENT_AMPHIARAUS,domain,oracle,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00441,ENT_AMPHIARAUS,tag,hero cult,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00442,ENT_AMPHIARAUS,tag,incubation,A,SRC_THEOI_DEIFIED,candidate_verified_name
CLM_00443,ENT_GLYCON,domain,healing,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00444,ENT_GLYCON,domain,prophecy,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00445,ENT_GLYCON,domain,fortune,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00446,ENT_GLYCON,tag,local cult,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00447,ENT_GLYCON,tag,serpent,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00448,ENT_GLYCON,tag,oracle,B,SRC_THEOI_GODS,candidate_verified_name
CLM_00449,ENT_PYTHON,domain,Delphic earth oracle,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00450,ENT_PYTHON,tag,serpent,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00451,ENT_PYTHON,tag,oracle,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00452,ENT_PYTHON,tag,chthonic,B,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00453,ENT_AGATHOS_DAIMON,domain,household prosperity,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00454,ENT_AGATHOS_DAIMON,domain,protection,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00455,ENT_AGATHOS_DAIMON,tag,serpent,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00456,ENT_AGATHOS_DAIMON,tag,household,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00457,ENT_AGATHOS_DAIMON,tag,daimon,A,SRC_THEOI_UNDERWORLD,candidate_verified_name
CLM_00458,ENT_AIDOS,domain,aidos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00459,ENT_AIDOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00460,ENT_AIDOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00461,ENT_ALGEA,domain,algea,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00462,ENT_ALGEA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00463,ENT_ALGEA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00464,ENT_ALKE,domain,alke,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00465,ENT_ALKE,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00466,ENT_ALKE,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00467,ENT_AMECHANIA,domain,amechania,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00468,ENT_AMECHANIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00469,ENT_AMECHANIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00470,ENT_AMPHILOGIAI,domain,amphilogiai,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00471,ENT_AMPHILOGIAI,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00472,ENT_AMPHILOGIAI,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00473,ENT_APATE,domain,apate,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00474,ENT_APATE,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00475,ENT_APATE,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00476,ENT_ARETE,domain,arete,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00477,ENT_ARETE,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00478,ENT_ARETE,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00479,ENT_AT,domain,atë,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00480,ENT_AT,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00481,ENT_AT,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00482,ENT_BIA,domain,bia,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00483,ENT_BIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00484,ENT_BIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00485,ENT_CAERUS,domain,caerus,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00486,ENT_CAERUS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00487,ENT_CAERUS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00488,ENT_DEIMOS,domain,deimos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00489,ENT_DEIMOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00490,ENT_DEIMOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00491,ENT_DOLOS,domain,dolos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00492,ENT_DOLOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00493,ENT_DOLOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00494,ENT_DYSNOMIA,domain,dysnomia,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00495,ENT_DYSNOMIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00496,ENT_DYSNOMIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00497,ENT_ELPIS,domain,elpis,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00498,ENT_ELPIS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00499,ENT_ELPIS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00500,ENT_ENYO,domain,enyo,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00501,ENT_ENYO,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00502,ENT_ENYO,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00503,ENT_ERIS,domain,eris,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00504,ENT_ERIS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00505,ENT_ERIS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00506,ENT_EROS,domain,eros,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00507,ENT_EROS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00508,ENT_EROS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00509,ENT_GERAS,domain,geras,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00510,ENT_GERAS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00511,ENT_GERAS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00512,ENT_HARMONIA,domain,harmonia,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00513,ENT_HARMONIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00514,ENT_HARMONIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00515,ENT_HEDONE,domain,hedone,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00516,ENT_HEDONE,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00517,ENT_HEDONE,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00518,ENT_HIMEROS,domain,himeros,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00519,ENT_HIMEROS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00520,ENT_HIMEROS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00521,ENT_HOMONOIA,domain,homonoia,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00522,ENT_HOMONOIA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00523,ENT_HOMONOIA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00524,ENT_HYBRIS,domain,hybris,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00525,ENT_HYBRIS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00526,ENT_HYBRIS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00527,ENT_HYSMINAI,domain,hysminai,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00528,ENT_HYSMINAI,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00529,ENT_HYSMINAI,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00530,ENT_IOKE,domain,ioke,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00531,ENT_IOKE,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00532,ENT_IOKE,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00533,ENT_KRATOS,domain,kratos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00534,ENT_KRATOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00535,ENT_KRATOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00536,ENT_KYDOIMOS,domain,kydoimos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00537,ENT_KYDOIMOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00538,ENT_KYDOIMOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00539,ENT_LETHE_151,domain,lethe,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00540,ENT_LETHE_151,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00541,ENT_LETHE_151,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00542,ENT_LIMOS,domain,limos,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00543,ENT_LIMOS,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00544,ENT_LIMOS,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00545,ENT_LYSSA,domain,lyssa,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00546,ENT_LYSSA,tag,daimon,B,SRC_THEOI_DAIMONES,candidate_verified_name
CLM_00547,ENT_LYSSA,tag,personification,B,SRC_THEOI_DAIMONES,candidate_verified_name
