entity_id,source_id,evidence_type,source_note
ENT_EUROTAS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_INACHUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_LADON,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ASOPUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_SPERCHEIOS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HEBRUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ERIDANUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_NILE,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_STRYMON,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AESAR,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ACHELOUS_MINOR,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ACHERON_RIVER,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AESEPUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AXIUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CAICUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CLADEUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CYDNUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_EVENUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ERYMANTHUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_GRANICUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ILISSUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ISMENUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MAEANDER,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MELES,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_NESSUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_SANGARIUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_SATNIOEIS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_TITARESIUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_XANTHUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_THERMODON,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PARTHENIUS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_RHESUS_RIVER,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PHASIS,SRC_THEOI_POTAMOI,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AGANIPPE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AMALTHEIA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AEGINA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ARETHUSA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CYRENE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_DAPHNE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ECHO,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_SYRINX,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_DIRCE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_SALMACIS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CALYPSO,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MAIA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ELECTRA_OCEANID,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_METIS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_EURYNOME_OCEANID,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CLYMENE_OCEANID,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ASIA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PLEIONE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CALLIRRHOE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PERSEIS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_IDYIA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AETHRA_OCEANID,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_BEROE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_EPHYRA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MELIA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PEITHO_OCEANID,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_TYCHE_OCEANID,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ADRASTEIA_NYMPH,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_IDAIA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_NEDA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CYLLENE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CHELONE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CORYCIA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CORYCIAN_NYMPHS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MUSES_HELICONIAN,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HESPERIDES,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AEGLE_HESPERID,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ERYTHEIA_HESPERID,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HESPERIA_HESPERID,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ARETHUSA_HESPERID,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_LAMPADES,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ORPHNE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_GORGYRA,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_LEIMAKIDES,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_LIMNADES,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_NAPAEAE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_OREADS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_DRYADS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HAMADRYADS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MELIAE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_NAIADS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_NEREIDS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_OCEANIDS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_NEPHELAE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AURAE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MAENADS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_THYIADS,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CRENAIAE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HELEIONOMAI,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PEGAEAE,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_POTAMEIDES,SRC_THEOI_NYMPHS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ARISTAEUS,SRC_THEOI_RUSTIC,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PRIAPUS,SRC_THEOI_RUSTIC,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HERMAPHRODITUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ARIADNE,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PSYCHE,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_GANYMEDE,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_TITHONUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_INO_LEUCOTHEA,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MELICERTES_PALAEMON,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_SABAZIOS,SRC_THEOI_GODS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_M_N,SRC_THEOI_GODS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CYBELE,SRC_THEOI_RUSTIC,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ATTIS,SRC_THEOI_RUSTIC,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ADONIS,SRC_THEOI_AGRICULTURE,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_BENDIS,SRC_THEOI_GODS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_COTYS,SRC_THEOI_GODS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_DIONE_341,SRC_THEOI_GODS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_THEMIS_AT_DELPHI,SRC_THEOI_GODS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PHOEBE_AT_DELPHI,SRC_THEOI_GODS,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_KOUROTROPHOS,SRC_THEOI_AGRICULTURE,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_KALLIGENEIA,SRC_THEOI_AGRICULTURE,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ANYTUS,SRC_THEOI_RUSTIC,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_EUBOULEUS,SRC_THEOI_AGRICULTURE,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_TRIPTOLEMUS,SRC_THEOI_AGRICULTURE,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PLUTUS,SRC_THEOI_AGRICULTURE,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HERACLES,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ORPHEUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PERSEUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_THESEUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_BELLEROPHON,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CADMUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MOPSUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CASTOR,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_POLYDEUCES,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ACHILLES,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AJAX,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ODYSSEUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MENELAUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HELEN,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_IPHIGENIA,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ORESTES,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PYLADES,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_DIOMEDES,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HIPPOLYTUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HYACINTHUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ADONIS_HERO,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ERECHTHEUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_CECROPS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ION,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MINOS_HERO,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_RHADAMANTHYS_HERO,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AEACUS_HERO,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PELOPS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_OENOMAUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_JASON,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MEDEA,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MELEAGER,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ATALANTA,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_PROTESILAUS,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_HECTOR,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_MEMNON,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_AENEAS_GREEK_RECEPTION,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ASCLEPIUS_HERO,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
ENT_ARISTAEUS_HERO,SRC_THEOI_DEIFIED,index attestation,Literary attestation in classical/mythographic tradition; cult evidence varies by entity.
