entity_id,name,name_type,language,source_id
ENT_PRIAPUS,Priapus,canonical,English/Latinized,SRC_THEOI_RUSTIC
ENT_HERMAPHRODITUS,Hermaphroditus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ARIADNE,Ariadne,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_PSYCHE,Psyche,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_GANYMEDE,Ganymede,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_TITHONUS,Tithonus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_INO_LEUCOTHEA,Ino-Leucothea,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_MELICERTES_PALAEMON,Melicertes-Palaemon,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_SABAZIOS,Sabazios,canonical,English/Latinized,SRC_THEOI_GODS
ENT_M_N,Mên,canonical,English/Latinized,SRC_THEOI_GODS
ENT_CYBELE,Cybele,canonical,English/Latinized,SRC_THEOI_RUSTIC
ENT_ATTIS,Attis,canonical,English/Latinized,SRC_THEOI_RUSTIC
ENT_ADONIS,Adonis,canonical,English/Latinized,SRC_THEOI_AGRICULTURE
ENT_BENDIS,Bendis,canonical,English/Latinized,SRC_THEOI_GODS
ENT_COTYS,Cotys,canonical,English/Latinized,SRC_THEOI_GODS
ENT_DIONE_341,Dione,canonical,English/Latinized,SRC_THEOI_GODS
ENT_THEMIS_AT_DELPHI,Themis at Delphi,canonical,English/Latinized,SRC_THEOI_GODS
ENT_PHOEBE_AT_DELPHI,Phoebe at Delphi,canonical,English/Latinized,SRC_THEOI_GODS
ENT_KOUROTROPHOS,Kourotrophos,canonical,English/Latinized,SRC_THEOI_AGRICULTURE
ENT_KALLIGENEIA,Kalligeneia,canonical,English/Latinized,SRC_THEOI_AGRICULTURE
ENT_ANYTUS,Anytus,canonical,English/Latinized,SRC_THEOI_RUSTIC
ENT_EUBOULEUS,Eubouleus,canonical,English/Latinized,SRC_THEOI_AGRICULTURE
ENT_TRIPTOLEMUS,Triptolemus,canonical,English/Latinized,SRC_THEOI_AGRICULTURE
ENT_PLUTUS,Plutus,canonical,English/Latinized,SRC_THEOI_AGRICULTURE
ENT_HERACLES,Heracles,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ORPHEUS,Orpheus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_PERSEUS,Perseus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_THESEUS,Theseus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_BELLEROPHON,Bellerophon,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_CADMUS,Cadmus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_MOPSUS,Mopsus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_CASTOR,Castor,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_POLYDEUCES,Polydeuces,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ACHILLES,Achilles,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_AJAX,Ajax,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ODYSSEUS,Odysseus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_MENELAUS,Menelaus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_HELEN,Helen,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_IPHIGENIA,Iphigenia,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ORESTES,Orestes,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_PYLADES,Pylades,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_DIOMEDES,Diomedes,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_HIPPOLYTUS,Hippolytus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_HYACINTHUS,Hyacinthus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ADONIS_HERO,Adonis Hero,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ERECHTHEUS,Erechtheus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_CECROPS,Cecrops,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ION,Ion,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_MINOS_HERO,Minos Hero,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_RHADAMANTHYS_HERO,Rhadamanthys Hero,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_AEACUS_HERO,Aeacus Hero,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_PELOPS,Pelops,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_OENOMAUS,Oenomaus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_JASON,Jason,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_MEDEA,Medea,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_MELEAGER,Meleager,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ATALANTA,Atalanta,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_PROTESILAUS,Protesilaus,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_HECTOR,Hector,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_MEMNON,Memnon,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_AENEAS_GREEK_RECEPTION,Aeneas Greek reception,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ASCLEPIUS_HERO,Asclepius Hero,canonical,English/Latinized,SRC_THEOI_DEIFIED
ENT_ARISTAEUS_HERO,Aristaeus Hero,canonical,English/Latinized,SRC_THEOI_DEIFIED
